	z_coordinate_0	z_coordinate_1
665	0.16798519	0.071723595
666	0.16799882	0.07176758
667	0.16796947	0.07174577
668	0.16826445	0.07180403
669	0.16803068	0.07173891
670	0.16777888	0.071806625
671	0.16798665	0.07174526
672	0.16795005	0.07175054
673	0.16803385	0.0717638
674	0.16796324	0.07175441
675	0.16797319	0.07174148
676	0.16795337	0.07175167
677	0.16806002	0.07177077
678	0.16796064	0.071753845
679	0.16756648	0.07216306
680	0.16795503	0.07171996
681	0.16793098	0.07176186
682	0.16791327	0.071794346
683	0.16798453	0.071740255
684	0.16798073	0.07177131
685	0.1679648	0.071755245
686	0.1679679	0.07174839
687	0.16794801	0.07176383
688	0.16796972	0.071744725
689	0.16797078	0.07173897
690	0.1679608	0.07175185
691	0.16798303	0.071706906
692	0.16802293	0.07173018
693	0.16793725	0.07178213
694	0.16804256	0.0717722
695	0.16793507	0.07172139
696	0.167998	0.07174261
697	0.16798256	0.071719185
698	0.167961	0.07177453
699	0.16796789	0.07174431
700	0.16795295	0.071711674
701	0.16800918	0.0717576
702	0.16795671	0.07173936
703	0.16792299	0.07172392
704	0.16793907	0.07179393
705	0.1679594	0.071734145
706	0.16809528	0.07174735
707	0.16787511	0.07171695
708	0.16799322	0.07172461
709	0.16756827	0.07189162
710	0.16796485	0.071749195
711	0.1679465	0.071773425
712	0.16826695	0.07171284
713	0.16805087	0.071721
714	0.16795382	0.0717219
715	0.16822408	0.072053865
716	0.16797796	0.07172574
717	0.1679217	0.07175888
718	0.16795424	0.071731165
719	0.16807562	0.07171346
720	0.16796207	0.07177456
721	0.16794106	0.07176001
722	0.16801025	0.071713015
723	0.16795939	0.07181208
724	0.16799492	0.07169451
725	0.16795942	0.07172139
726	0.1679647	0.07169111
727	0.16799432	0.07175107
728	0.16801973	0.07183315
729	0.16795924	0.071749106
730	0.16801585	0.071723774
731	0.16796695	0.071750745
732	0.16794987	0.07174493
733	0.16788144	0.07175173
734	0.1680174	0.07175453
735	0.16805065	0.07174756
736	0.16791417	0.07172759
737	0.16796017	0.07175724
738	0.16792947	0.07177229
739	0.16796932	0.07173668
740	0.16797397	0.07173379
741	0.16796984	0.07176043
742	0.16794492	0.071753755
743	0.16812392	0.071595475
744	0.16768527	0.07176055
745	0.16768527	0.07176055
746	0.16844504	0.072154805
747	0.16797626	0.07173969
748	0.16779466	0.071874306
749	0.16792837	0.07213332
750	0.16824365	0.07137589
751	0.16771542	0.07200374
752	0.16818579	0.07177301
753	0.16791013	0.07172944
754	0.16804172	0.07171665
755	0.16809624	0.071481004
756	0.16779453	0.0722854
757	0.16798775	0.07165812
758	0.16748087	0.07163729
759	0.16783684	0.071792826
760	0.16796389	0.071566716
761	0.16798574	0.07171528
762	0.16817759	0.071833596
763	0.1682742	0.07128225
764	0.16780637	0.07160796
